2026-03-17 6:19:14 PM +0000  Initial pipeline context: <IDEDistributionProcessingPipelineContext: 0x7faf99aef290; archive(resolved)="<IDEArchive: 0x600014e3e1b0>", distributionTask(resolved)="2", distributionDestination(resolved)="2", distributionMethod(resolved)="<IDEDistributionMethodiOSAppStoreDistribution: 0x60000a726250>", team(resolved)="<IDEProvisioningDisambiguatableBasicTeam: 0x600007e95f00; teamID='36CFL54G89', teamName='Emerj LLC', teamType='Company', username='alayosingers@gmail.com', isFreeProvisioningTeam='0'>">
	Chain (17, self inclusive):
	<IDEDistributionProcessingPipelineContext: 0x7faf99aef290; archive = "<IDEArchive: 0x600014e3e1b0>", distributionMethod="<IDEDistributionMethodiOSAppStoreDistribution: 0x60000a726250>", team="<IDEProvisioningDisambiguatableBasicTeam: 0x600007e95f00; teamID='36CFL54G89', teamName='Emerj LLC', teamType='Company', username='alayosingers@gmail.com', isFreeProvisioningTeam='0'>">
	<IDEDistributionProcessingPipelineContext: 0x7faf969d8290; archive = "<IDEArchive: 0x600014e3e1b0>", distributionMethod="<IDEDistributionMethodiOSAppStoreDistribution: 0x60000a726250>", team="<IDEProvisioningDisambiguatableBasicTeam: 0x600007e95f00; teamID='36CFL54G89', teamName='Emerj LLC', teamType='Company', username='alayosingers@gmail.com', isFreeProvisioningTeam='0'>">
	<IDEDistributionContext: 0x7faf9691e2b0; archive = "<IDEArchive: 0x600014e3e1b0>", distributionMethod="<IDEDistributionMethodiOSAppStoreDistribution: 0x60000a726250>", team="<IDEProvisioningDisambiguatableBasicTeam: 0x600007e95f00; teamID='36CFL54G89', teamName='Emerj LLC', teamType='Company', username='alayosingers@gmail.com', isFreeProvisioningTeam='0'>">
	<IDEDistributionContext: 0x7faf9698b070; archive = "<IDEArchive: 0x600014e3e1b0>", distributionMethod="<IDEDistributionMethodiOSAppStoreDistribution: 0x60000a726250>", team="<IDEProvisioningDisambiguatableBasicTeam: 0x600007e95f00; teamID='36CFL54G89', teamName='Emerj LLC', teamType='Company', username='alayosingers@gmail.com', isFreeProvisioningTeam='0'>">
	<IDEDistributionContext: 0x7faf7f6a2740; archive = "<IDEArchive: 0x600014e3e1b0>", distributionMethod="<IDEDistributionMethodiOSAppStoreDistribution: 0x60000a726250>", team="<IDEProvisioningDisambiguatableBasicTeam: 0x600007e95f00; teamID='36CFL54G89', teamName='Emerj LLC', teamType='Company', username='alayosingers@gmail.com', isFreeProvisioningTeam='0'>">
	<IDEDistributionContext: 0x7faf96991520; archive = "<IDEArchive: 0x600014e3e1b0>", distributionMethod="<IDEDistributionMethodiOSAppStoreDistribution: 0x60000a726250>", team="<IDEProvisioningDisambiguatableBasicTeam: 0x600007e95f00; teamID='36CFL54G89', teamName='Emerj LLC', teamType='Company', username='alayosingers@gmail.com', isFreeProvisioningTeam='0'>">
	<IDEDistributionContext: 0x7faf99d10ae0; archive = "<IDEArchive: 0x600014e3e1b0>", distributionMethod="<IDEDistributionMethodiOSAppStoreDistribution: 0x60000a726250>", team="<IDEProvisioningDisambiguatableBasicTeam: 0x600007e95f00; teamID='36CFL54G89', teamName='Emerj LLC', teamType='Company', username='alayosingers@gmail.com', isFreeProvisioningTeam='0'>">
	<IDEDistributionContext: 0x7faf99a6a650; archive = "<IDEArchive: 0x600014e3e1b0>", distributionMethod="<IDEDistributionMethodiOSAppStoreDistribution: 0x60000a726250>", team="<IDEProvisioningDisambiguatableBasicTeam: 0x600007e95f00; teamID='36CFL54G89', teamName='Emerj LLC', teamType='Company', username='alayosingers@gmail.com', isFreeProvisioningTeam='0'>">
	<IDEDistributionContext: 0x7faf99aee830; archive = "<IDEArchive: 0x600014e3e1b0>", distributionMethod="<IDEDistributionMethodiOSAppStoreDistribution: 0x60000a726250>", team="<IDEProvisioningDisambiguatableBasicTeam: 0x600007e95f00; teamID='36CFL54G89', teamName='Emerj LLC', teamType='Company', username='alayosingers@gmail.com', isFreeProvisioningTeam='0'>">
	<IDEDistributionContext: 0x7faf7ed0db30; archive = "<IDEArchive: 0x600014e3e1b0>", distributionMethod="<IDEDistributionMethodiOSAppStoreDistribution: 0x60000a726250>", team="<IDEProvisioningDisambiguatableBasicTeam: 0x600007e95f00; teamID='36CFL54G89', teamName='Emerj LLC', teamType='Company', username='alayosingers@gmail.com', isFreeProvisioningTeam='0'>">
	<IDEDistributionContext: 0x7faf7ed15ff0; archive = "<IDEArchive: 0x600014e3e1b0>", distributionMethod="<IDEDistributionMethodiOSAppStoreDistribution: 0x60000a726250>", team="<IDEProvisioningDisambiguatableBasicTeam: 0x600007e95f00; teamID='36CFL54G89', teamName='Emerj LLC', teamType='Company', username='alayosingers@gmail.com', isFreeProvisioningTeam='0'>">
	<IDEDistributionContext: 0x7faf99aed2c0; archive = "<IDEArchive: 0x600014e3e1b0>", distributionMethod="<IDEDistributionMethodiOSAppStoreDistribution: 0x60000a726250>", team="<IDEProvisioningDisambiguatableBasicTeam: 0x600007e95f00; teamID='36CFL54G89', teamName='Emerj LLC', teamType='Company', username='alayosingers@gmail.com', isFreeProvisioningTeam='0'>">
	<IDEDistributionContext: 0x7faf99aed0b0; archive = "<IDEArchive: 0x600014e3e1b0>", distributionMethod="<IDEDistributionMethodiOSAppStoreDistribution: 0x60000a726250>", team="(null)">
	<IDEDistributionContext: 0x7faf9b90ee40; archive = "<IDEArchive: 0x600014e3e1b0>", distributionMethod="<IDEDistributionMethodiOSAppStoreDistribution: 0x60000a726250>", team="(null)">
	<IDEDistributionContext: 0x7faf983e7030; archive = "<IDEArchive: 0x600014e3e1b0>", distributionMethod="(null)", team="(null)">
	<IDEDistributionContext: 0x7faf925ab230; archive = "<IDEArchive: 0x600014e3e1b0>", distributionMethod="(null)", team="(null)">
	<IDEDistributionContext: 0x7faf994581e0; archive = "<IDEArchive: 0x600014e3e1b0>", distributionMethod="(null)", team="(null)">
</IDEDistributionProcessingPipelineContext: 0x7faf99aef290>
2026-03-17 6:19:14 PM +0000  Processing step: IDEDistributionCreateDestRootStep
2026-03-17 6:19:14 PM +0000  Processing step: IDEDistributionCopyItemStep
2026-03-17 6:19:14 PM +0000  Running /usr/bin/ditto '-V' '/Users/layobright/Library/Developer/Xcode/Archives/2026-03-17/Zedu 17-03-2026, 7.14 PM.xcarchive/Products/Applications/Zedu.app' '/var/folders/tt/r27dy5gs3rg3v12qblpvm54r0000gn/T/XcodeDistPipeline.~~~SQvCju/Root/Payload/Zedu.app'
2026-03-17 6:19:14 PM +0000  >>> Copying /Users/layobright/Library/Developer/Xcode/Archives/2026-03-17/Zedu 17-03-2026, 7.14 PM.xcarchive/Products/Applications/Zedu.app 
2026-03-17 6:19:14 PM +0000  copying file ./_CodeSignature/CodeResources ... 
2026-03-17 6:19:14 PM +0000  95953 bytes for ./_CodeSignature/CodeResources
2026-03-17 6:19:14 PM +0000  copying file ./Fontisto.ttf ... 
2026-03-17 6:19:14 PM +0000  313528 bytes for ./Fontisto.ttf
2026-03-17 6:19:14 PM +0000  copying file ./Lato-Italic.ttf ... 
2026-03-17 6:19:14 PM +0000  75792 bytes for ./Lato-Italic.ttf
2026-03-17 6:19:14 PM +0000  copying file ./Octicons.ttf ... 
2026-03-17 6:19:14 PM +0000  49404 bytes for ./Octicons.ttf
2026-03-17 6:19:14 PM +0000  copying file ./Feather.ttf ... 
2026-03-17 6:19:14 PM +0000  56228 bytes for ./Feather.ttf
2026-03-17 6:19:14 PM +0000  copying file ./FontAwesome6_Regular.ttf ... 
2026-03-17 6:19:14 PM +0000  67976 bytes for ./FontAwesome6_Regular.ttf
2026-03-17 6:19:14 PM +0000  copying file ./Entypo.ttf ... 
2026-03-17 6:19:14 PM +0000  66200 bytes for ./Entypo.ttf
2026-03-17 6:19:14 PM +0000  copying file ./Lato-Bold.ttf ... 
2026-03-17 6:19:14 PM +0000  73332 bytes for ./Lato-Bold.ttf
2026-03-17 6:19:14 PM +0000  copying file ./Lato-Black.ttf ... 
2026-03-17 6:19:14 PM +0000  69500 bytes for ./Lato-Black.ttf
2026-03-17 6:19:14 PM +0000  copying file ./FontAwesome5_Brands.ttf ... 
2026-03-17 6:19:14 PM +0000  134040 bytes for ./FontAwesome5_Brands.ttf
2026-03-17 6:19:14 PM +0000  copying file ./MaterialCommunityIcons.ttf ... 
2026-03-17 6:19:14 PM +0000  1147844 bytes for ./MaterialCommunityIcons.ttf
2026-03-17 6:19:14 PM +0000  copying file ./glog_privacy.bundle/Info.plist ... 
2026-03-17 6:19:14 PM +0000  769 bytes for ./glog_privacy.bundle/Info.plist
2026-03-17 6:19:14 PM +0000  copying file ./FBLPromises_Privacy.bundle/PrivacyInfo.xcprivacy ... 
2026-03-17 6:19:14 PM +0000  373 bytes for ./FBLPromises_Privacy.bundle/PrivacyInfo.xcprivacy
copying file ./FBLPromises_Privacy.bundle/Info.plist ... 
2026-03-17 6:19:14 PM +0000  784 bytes for ./FBLPromises_Privacy.bundle/Info.plist
2026-03-17 6:19:14 PM +0000  copying file ./rec_start.mp3 ... 
2026-03-17 6:19:14 PM +0000  16128 bytes for ./rec_start.mp3
2026-03-17 6:19:14 PM +0000  copying file ./PlugIns/OneSignalNotificationServiceExtension.appex/_CodeSignature/CodeResources ... 
2026-03-17 6:19:14 PM +0000  2040 bytes for ./PlugIns/OneSignalNotificationServiceExtension.appex/_CodeSignature/CodeResources
2026-03-17 6:19:14 PM +0000  copying file ./PlugIns/OneSignalNotificationServiceExtension.appex/OneSignalNotificationServiceExtension ... 
2026-03-17 6:19:14 PM +0000  89584 bytes for ./PlugIns/OneSignalNotificationServiceExtension.appex/OneSignalNotificationServiceExtension
2026-03-17 6:19:14 PM +0000  copying file ./PlugIns/OneSignalNotificationServiceExtension.appex/embedded.mobileprovision ... 
2026-03-17 6:19:14 PM +0000  27936 bytes for ./PlugIns/OneSignalNotificationServiceExtension.appex/embedded.mobileprovision
2026-03-17 6:19:14 PM +0000  copying file ./PlugIns/OneSignalNotificationServiceExtension.appex/Info.plist ... 
2026-03-17 6:19:14 PM +0000  1056 bytes for ./PlugIns/OneSignalNotificationServiceExtension.appex/Info.plist
2026-03-17 6:19:14 PM +0000  copying file ./AppIcon60x60@2x.png ... 
2026-03-17 6:19:14 PM +0000  4727 bytes for ./AppIcon60x60@2x.png
2026-03-17 6:19:14 PM +0000  copying file ./AntDesign.ttf ... 
2026-03-17 6:19:14 PM +0000  70344 bytes for ./AntDesign.ttf
2026-03-17 6:19:14 PM +0000  copying file ./RNCameraRollPrivacyInfo.bundle/PrivacyInfo.xcprivacy ... 
2026-03-17 6:19:14 PM +0000  905 bytes for ./RNCameraRollPrivacyInfo.bundle/PrivacyInfo.xcprivacy
2026-03-17 6:19:14 PM +0000  copying file ./RNCameraRollPrivacyInfo.bundle/Info.plist ... 
2026-03-17 6:19:14 PM +0000  793 bytes for ./RNCameraRollPrivacyInfo.bundle/Info.plist
2026-03-17 6:19:14 PM +0000  copying file ./Lato-Regular.ttf ... 
2026-03-17 6:19:14 PM +0000  75152 bytes for ./Lato-Regular.ttf
2026-03-17 6:19:14 PM +0000  copying file ./Foundation.ttf ... 
2026-03-17 6:19:14 PM +0000  56976 bytes for ./Foundation.ttf
